,number,value,datetime_start,datetime_complete,duration,params_algorithm,params_dropout_rate,params_lr_Adadelta,params_lr_Adam,params_lr_AdamW,params_lr_SGD,params_momentum_SGD,params_nesterov_SGD,params_suggested_freeze,params_weight_decay_Adadelta,params_weight_decay_Adam,params_weight_decay_AdamW,params_weight_decay_SGD,state
76,76,37.5,2025-05-25 10:15:00.080363,2025-05-25 10:15:06.051808,0 days 00:00:05.971445,AdamW,0.3086539618480079,,,0.00011072034327111261,,,,5,,,0.004658107516141721,,PRUNED
77,77,33.333333333333336,2025-05-25 10:15:06.086003,2025-05-25 10:15:12.016886,0 days 00:00:05.930883,AdamW,0.18189626972639927,,,0.0019966193821541692,,,,2,,,0.006313669332564248,,PRUNED
78,78,33.333333333333336,2025-05-25 10:15:12.052262,2025-05-25 10:15:17.977883,0 days 00:00:05.925621,Adam,0.16004332939495675,,0.0037563790906469793,,,,,12,,4.189740435370202,,,PRUNED
79,79,35.416666666666664,2025-05-25 10:15:18.011822,2025-05-25 10:15:24.080186,0 days 00:00:06.068364,AdamW,0.025587740664307555,,,3.407480120120297e-05,,,,4,,,0.0011320509461915976,,PRUNED
80,80,37.5,2025-05-25 10:15:24.115176,2025-05-25 10:15:30.050986,0 days 00:00:05.935810,AdamW,0.2629966482843127,,,6.14224467442632e-05,,,,6,,,0.002907846895805228,,PRUNED
81,81,37.5,2025-05-25 10:15:30.089213,2025-05-25 10:15:36.042535,0 days 00:00:05.953322,AdamW,0.057053048961912205,,,2.4199216553749528e-05,,,,5,,,0.0016771556676488024,,PRUNED
82,82,31.25,2025-05-25 10:15:36.078205,2025-05-25 10:15:42.064955,0 days 00:00:05.986750,AdamW,0.28391149580018654,,,1.4857752774467734e-05,,,,11,,,0.008232494896995254,,PRUNED
83,83,33.333333333333336,2025-05-25 10:15:42.098801,2025-05-25 10:15:48.084543,0 days 00:00:05.985742,AdamW,0.07361423150082813,,,3.317789279359121e-05,,,,6,,,0.0036124159006519496,,PRUNED
84,84,33.333333333333336,2025-05-25 10:15:48.121720,2025-05-25 10:15:54.137412,0 days 00:00:06.015692,AdamW,0.10531824530755693,,,2.2257967203939593e-05,,,,3,,,0.0012286674450360194,,PRUNED
85,85,33.333333333333336,2025-05-25 10:15:54.173037,2025-05-25 10:16:00.115782,0 days 00:00:05.942745,Adadelta,0.1382329968032403,11.909419283350534,,,,,,8,0.1086270079831175,,,,PRUNED
86,86,29.166666666666668,2025-05-25 10:16:00.154275,2025-05-25 10:16:06.113210,0 days 00:00:05.958935,AdamW,0.0407531666448432,,,1.0336595612252792e-05,,,,5,,,0.0008764955701369,,PRUNED
87,87,31.25,2025-05-25 10:16:06.150597,2025-05-25 10:16:12.153529,0 days 00:00:06.002932,AdamW,0.3640711469486208,,,2.1772742054595736e-05,,,,6,,,0.006032065780239276,,PRUNED
88,88,,2025-05-25 10:16:12.188145,2025-05-25 10:16:17.398989,0 days 00:00:05.210844,SGD,0.2145266771110564,,,,0.03822927253823338,64.03392489483738,False,7,,,,6.489648692471902,PRUNED
89,89,29.166666666666668,2025-05-25 10:16:17.432349,2025-05-25 10:16:23.450796,0 days 00:00:06.018447,AdamW,0.33986077992958885,,,1.3421037885341015e-05,,,,10,,,0.004666519419988979,,PRUNED
90,90,41.666666666666664,2025-05-25 10:16:23.485939,2025-05-25 10:16:31.608548,0 days 00:00:08.122609,AdamW,0.30795558283799407,,,6.67237070090605e-05,,,,0,,,0.0020078841776869773,,PRUNED
91,91,35.416666666666664,2025-05-25 10:16:31.644487,2025-05-25 10:16:37.653244,0 days 00:00:06.008757,AdamW,0.4547379098527441,,,0.000128692600699195,,,,2,,,0.0004771364783586047,,PRUNED
92,92,33.333333333333336,2025-05-25 10:16:37.690139,2025-05-25 10:16:43.660716,0 days 00:00:05.970577,AdamW,0.12652312563946508,,,0.0002757673146768576,,,,2,,,0.0006086167940208803,,PRUNED
