,number,value,datetime_start,datetime_complete,duration,params_algorithm,params_dropout_rate,params_lr_Adadelta,params_lr_Adam,params_lr_AdamW,params_lr_SGD,params_momentum_SGD,params_nesterov_SGD,params_suggested_freeze,params_weight_decay_Adadelta,params_weight_decay_Adam,params_weight_decay_AdamW,params_weight_decay_SGD,state
57,57,37.5,2025-05-24 19:56:42.753552,2025-05-24 19:56:48.783577,0 days 00:00:06.030025,AdamW,0.40795523730949457,,,1.930184666120463e-05,,,,2,,,0.00038221118378717816,,PRUNED
58,58,33.333333333333336,2025-05-24 19:56:48.820730,2025-05-24 19:56:54.827570,0 days 00:00:06.006840,Adam,0.35213134526623113,,0.0015270736956748707,,,,,13,,0.21618806217490086,,,PRUNED
59,59,33.333333333333336,2025-05-24 19:56:54.862974,2025-05-24 19:57:00.821245,0 days 00:00:05.958271,AdamW,0.4893820790996507,,,8.910000686260778e-05,,,,11,,,0.001758656196870896,,PRUNED
60,60,33.333333333333336,2025-05-24 19:57:00.858221,2025-05-24 19:57:06.845401,0 days 00:00:05.987180,AdamW,0.3737441370571805,,,7.452548687909543e-05,,,,9,,,0.004359572359234106,,PRUNED
61,61,37.5,2025-05-24 19:57:06.882456,2025-05-24 19:57:12.869064,0 days 00:00:05.986608,AdamW,0.20335574279200214,,,0.0001309654084424426,,,,5,,,0.0010505816491398069,,PRUNED
62,62,37.5,2025-05-24 19:57:12.903975,2025-05-24 19:57:18.837866,0 days 00:00:05.933891,AdamW,0.3148192248290307,,,4.188879496896556e-05,,,,3,,,0.007688552472195635,,PRUNED
63,63,47.916666666666664,2025-05-24 19:57:18.872645,2025-05-24 19:57:28.516354,0 days 00:00:09.643709,AdamW,0.292188270209624,,,1.0266284717003374e-05,,,,4,,,0.002283585584741134,,COMPLETE
64,64,33.333333333333336,2025-05-24 19:57:28.555612,2025-05-24 19:57:31.357058,0 days 00:00:02.801446,AdamW,0.23799265072531817,,,0.0004562583303845409,,,,5,,,0.0006290819614735919,,PRUNED
65,65,33.333333333333336,2025-05-24 19:57:31.384723,2025-05-24 19:57:35.134739,0 days 00:00:03.750016,AdamW,0.15509171553993126,,,0.00021726853548362235,,,,8,,,0.0029557722624278626,,PRUNED
66,66,37.5,2025-05-24 19:57:35.168875,2025-05-24 19:57:41.207139,0 days 00:00:06.038264,AdamW,0.2588983987530342,,,8.041452713908357e-05,,,,2,,,0.0009650010615929333,,PRUNED
67,67,33.333333333333336,2025-05-24 19:57:41.243909,2025-05-24 19:57:45.141688,0 days 00:00:03.897779,Adadelta,0.18230044611977442,0.13093926836268646,,,,,,3,0.10277249009041292,,,,PRUNED
68,68,,2025-05-24 19:57:45.171657,2025-05-24 19:57:46.835860,0 days 00:00:01.664203,SGD,0.21014696045760245,,,,0.00021766855810388612,22.767518884788462,True,6,,,,2.6855659464132664,PRUNED
69,69,33.333333333333336,2025-05-24 19:57:46.861695,2025-05-24 19:57:49.287729,0 days 00:00:02.426034,AdamW,0.12889086219731988,,,0.00039317720477880544,,,,3,,,0.0019087814645634285,,PRUNED
70,70,54.166666666666664,2025-05-24 19:57:49.321154,2025-05-24 19:57:56.442279,0 days 00:00:07.121125,AdamW,0.37431013024781123,,,2.0298239494735077e-05,,,,4,,,0.0014459989322901958,,COMPLETE
71,71,35.416666666666664,2025-05-24 19:57:56.493888,2025-05-24 19:58:02.471557,0 days 00:00:05.977669,AdamW,0.41772147683953187,,,2.1963272233896463e-05,,,,4,,,0.0013284875118206667,,PRUNED
72,72,41.666666666666664,2025-05-24 19:58:02.506621,2025-05-24 19:58:11.641422,0 days 00:00:09.134801,AdamW,0.3888140838551167,,,1.6495323554000484e-05,,,,5,,,0.0003416403070420567,,PRUNED
73,73,35.416666666666664,2025-05-24 19:58:11.679585,2025-05-24 19:58:17.640395,0 days 00:00:05.960810,AdamW,0.377061475106325,,,3.5254628788027896e-05,,,,4,,,0.0024185148951338608,,PRUNED
74,74,52.083333333333336,2025-05-24 19:58:17.675933,2025-05-24 19:58:28.744622,0 days 00:00:11.068689,AdamW,0.3423358380433698,,,6.380920305279994e-05,,,,12,,,0.0015960294880468782,,COMPLETE
75,75,33.333333333333336,2025-05-24 19:58:28.796871,2025-05-24 19:58:34.812961,0 days 00:00:06.016090,AdamW,0.45074470378061904,,,0.00010308808116444612,,,,2,,,0.003407374706367784,,PRUNED
76,76,35.416666666666664,2025-05-24 19:58:34.850135,2025-05-24 19:58:40.853094,0 days 00:00:06.002959,AdamW,0.3708739027207495,,,2.624564237085177e-05,,,,3,,,0.0014741009973611489,,PRUNED
77,77,33.333333333333336,2025-05-24 19:58:40.887998,2025-05-24 19:58:46.897951,0 days 00:00:06.009953,Adam,0.3125569408725894,,0.044288101353167963,,,,,0,,6.246000718224719,,,PRUNED
78,78,54.166666666666664,2025-05-24 19:58:46.934370,2025-05-24 19:58:58.217490,0 days 00:00:11.283120,AdamW,0.09080614307431534,,,4.7986601458352426e-05,,,,4,,,0.0008195197011113351,,COMPLETE
79,79,47.916666666666664,2025-05-24 19:58:58.269770,2025-05-24 19:59:09.439465,0 days 00:00:11.169695,AdamW,0.10190524050276431,,,4.026065400130926e-05,,,,7,,,0.00197733957191057,,PRUNED
80,80,31.25,2025-05-24 19:59:09.474767,2025-05-24 19:59:15.489976,0 days 00:00:06.015209,AdamW,0.06289864376301914,,,1.5749901944231393e-05,,,,8,,,0.0011930467188000285,,PRUNED
81,81,35.416666666666664,2025-05-24 19:59:15.525391,2025-05-24 19:59:21.551435,0 days 00:00:06.026044,AdamW,0.0840596843874565,,,5.665074739561499e-05,,,,5,,,0.0007318575265778144,,PRUNED
82,82,35.416666666666664,2025-05-24 19:59:21.598133,2025-05-24 19:59:27.646928,0 days 00:00:06.048795,AdamW,0.14454577591469786,,,0.00012358833754412063,,,,4,,,0.000550824232380838,,PRUNED
83,83,35.416666666666664,2025-05-24 19:59:27.683558,2025-05-24 19:59:33.654482,0 days 00:00:05.970924,AdamW,0.2842894759305138,,,0.0026726104455146995,,,,5,,,0.0005887636906880836,,PRUNED
84,84,35.416666666666664,2025-05-24 19:59:33.691086,2025-05-24 19:59:40.732270,0 days 00:00:07.041184,AdamW,0.1902683604466584,,,3.159392499351728e-05,,,,10,,,0.0009118649958411237,,PRUNED
85,85,33.333333333333336,2025-05-24 19:59:40.769441,2025-05-24 19:59:46.769411,0 days 00:00:05.999970,Adadelta,0.03616983497318759,11.909419283350534,,,,,,3,5.908324666385159,,,,PRUNED
