"angle","trial","accuracy","epoch"
"-10",360,0.441666666666667,1
"-100",360,0.358333333333333,1
"-105",360,0.35,1
"-110",360,0.341666666666667,1
"-115",360,0.341666666666667,1
"-120",360,0.325,1
"-125",360,0.333333333333333,1
"-130",360,0.352777777777778,1
"-135",360,0.347222222222222,1
"-140",360,0.355555555555556,1
"-145",360,0.366666666666667,1
"-15",360,0.472222222222222,1
"-150",360,0.369444444444444,1
"-155",360,0.358333333333333,1
"-160",360,0.363888888888889,1
"-165",360,0.380555555555556,1
"-170",360,0.377777777777778,1
"-175",360,0.372222222222222,1
"-180",360,0.375,1
"-20",360,0.461111111111111,1
"-25",360,0.480555555555556,1
"-30",360,0.477777777777778,1
"-35",360,0.511111111111111,1
"-40",360,0.513888888888889,1
"-45",360,0.511111111111111,1
"-5",360,0.416666666666667,1
"-50",360,0.488888888888889,1
"-55",360,0.477777777777778,1
"-60",360,0.455555555555556,1
"-65",360,0.441666666666667,1
"-70",360,0.430555555555556,1
"-75",360,0.425,1
"-80",360,0.427777777777778,1
"-85",360,0.419444444444444,1
"-90",360,0.375,1
"-95",360,0.355555555555556,1
"0",360,0.408333333333333,1
"10",360,0.425,1
"100",360,0.325,1
"105",360,0.333333333333333,1
"110",360,0.35,1
"115",360,0.363888888888889,1
"120",360,0.380555555555556,1
"125",360,0.366666666666667,1
"130",360,0.361111111111111,1
"135",360,0.358333333333333,1
"140",360,0.341666666666667,1
"145",360,0.372222222222222,1
"15",360,0.452777777777778,1
"150",360,0.372222222222222,1
"155",360,0.372222222222222,1
"160",360,0.366666666666667,1
"165",360,0.361111111111111,1
"170",360,0.355555555555556,1
"175",360,0.375,1
"180",360,0.375,1
"20",360,0.452777777777778,1
"25",360,0.461111111111111,1
"30",360,0.444444444444444,1
"35",360,0.444444444444444,1
"40",360,0.425,1
"45",360,0.411111111111111,1
"5",360,0.413888888888889,1
"50",360,0.397222222222222,1
"55",360,0.380555555555556,1
"60",360,0.391666666666667,1
"65",360,0.402777777777778,1
"70",360,0.366666666666667,1
"75",360,0.363888888888889,1
"80",360,0.355555555555556,1
"85",360,0.361111111111111,1
"90",360,0.386111111111111,1
"95",360,0.369444444444444,1
"-10",360,0.672222222222222,2
"-100",360,0.397222222222222,2
"-105",360,0.416666666666667,2
"-110",360,0.394444444444444,2
"-115",360,0.397222222222222,2
"-120",360,0.355555555555556,2
"-125",360,0.358333333333333,2
"-130",360,0.352777777777778,2
"-135",360,0.322222222222222,2
"-140",360,0.333333333333333,2
"-145",360,0.372222222222222,2
"-15",360,0.669444444444444,2
"-150",360,0.394444444444444,2
"-155",360,0.372222222222222,2
"-160",360,0.377777777777778,2
"-165",360,0.461111111111111,2
"-170",360,0.466666666666667,2
"-175",360,0.511111111111111,2
"-180",360,0.5,2
"-20",360,0.744444444444444,2
"-25",360,0.777777777777778,2
"-30",360,0.808333333333333,2
"-35",360,0.827777777777778,2
"-40",360,0.805555555555556,2
"-45",360,0.819444444444444,2
"-5",360,0.661111111111111,2
"-50",360,0.772222222222222,2
"-55",360,0.725,2
"-60",360,0.719444444444444,2
"-65",360,0.652777777777778,2
"-70",360,0.616666666666667,2
"-75",360,0.583333333333333,2
"-80",360,0.547222222222222,2
"-85",360,0.511111111111111,2
"-90",360,0.427777777777778,2
"-95",360,0.405555555555556,2
"0",360,0.680555555555556,2
"10",360,0.686111111111111,2
"100",360,0.4,2
"105",360,0.425,2
"110",360,0.427777777777778,2
"115",360,0.455555555555556,2
"120",360,0.455555555555556,2
"125",360,0.461111111111111,2
"130",360,0.469444444444444,2
"135",360,0.505555555555556,2
"140",360,0.516666666666667,2
"145",360,0.530555555555556,2
"15",360,0.675,2
"150",360,0.536111111111111,2
"155",360,0.483333333333333,2
"160",360,0.502777777777778,2
"165",360,0.491666666666667,2
"170",360,0.508333333333333,2
"175",360,0.538888888888889,2
"180",360,0.502777777777778,2
"20",360,0.716666666666667,2
"25",360,0.713888888888889,2
"30",360,0.711111111111111,2
"35",360,0.669444444444444,2
"40",360,0.622222222222222,2
"45",360,0.616666666666667,2
"5",360,0.647222222222222,2
"50",360,0.533333333333333,2
"55",360,0.494444444444444,2
"60",360,0.45,2
"65",360,0.477777777777778,2
"70",360,0.430555555555556,2
"75",360,0.416666666666667,2
"80",360,0.436111111111111,2
"85",360,0.466666666666667,2
"90",360,0.444444444444444,2
"95",360,0.436111111111111,2
"-10",360,0.741666666666667,3
"-100",360,0.375,3
"-105",360,0.386111111111111,3
"-110",360,0.380555555555556,3
"-115",360,0.388888888888889,3
"-120",360,0.338888888888889,3
"-125",360,0.322222222222222,3
"-130",360,0.311111111111111,3
"-135",360,0.319444444444444,3
"-140",360,0.341666666666667,3
"-145",360,0.352777777777778,3
"-15",360,0.752777777777778,3
"-150",360,0.402777777777778,3
"-155",360,0.388888888888889,3
"-160",360,0.419444444444444,3
"-165",360,0.411111111111111,3
"-170",360,0.438888888888889,3
"-175",360,0.438888888888889,3
"-180",360,0.458333333333333,3
"-20",360,0.777777777777778,3
"-25",360,0.802777777777778,3
"-30",360,0.836111111111111,3
"-35",360,0.811111111111111,3
"-40",360,0.844444444444444,3
"-45",360,0.805555555555556,3
"-5",360,0.747222222222222,3
"-50",360,0.747222222222222,3
"-55",360,0.725,3
"-60",360,0.677777777777778,3
"-65",360,0.608333333333333,3
"-70",360,0.569444444444444,3
"-75",360,0.569444444444444,3
"-80",360,0.527777777777778,3
"-85",360,0.483333333333333,3
"-90",360,0.466666666666667,3
"-95",360,0.425,3
"0",360,0.705555555555556,3
"10",360,0.672222222222222,3
"100",360,0.358333333333333,3
"105",360,0.386111111111111,3
"110",360,0.366666666666667,3
"115",360,0.383333333333333,3
"120",360,0.4,3
"125",360,0.419444444444444,3
"130",360,0.4,3
"135",360,0.438888888888889,3
"140",360,0.422222222222222,3
"145",360,0.433333333333333,3
"15",360,0.677777777777778,3
"150",360,0.422222222222222,3
"155",360,0.427777777777778,3
"160",360,0.411111111111111,3
"165",360,0.45,3
"170",360,0.463888888888889,3
"175",360,0.455555555555556,3
"180",360,0.458333333333333,3
"20",360,0.691666666666667,3
"25",360,0.722222222222222,3
"30",360,0.680555555555556,3
"35",360,0.644444444444444,3
"40",360,0.608333333333333,3
