"angle","trial","accuracy","epoch"
"-10",360,0.597222222222222,1
"-100",360,0.405555555555556,1
"-105",360,0.386111111111111,1
"-110",360,0.380555555555556,1
"-115",360,0.366666666666667,1
"-120",360,0.361111111111111,1
"-125",360,0.344444444444444,1
"-130",360,0.341666666666667,1
"-135",360,0.344444444444444,1
"-140",360,0.372222222222222,1
"-145",360,0.375,1
"-15",360,0.613888888888889,1
"-150",360,0.358333333333333,1
"-155",360,0.361111111111111,1
"-160",360,0.377777777777778,1
"-165",360,0.397222222222222,1
"-170",360,0.416666666666667,1
"-175",360,0.425,1
"-180",360,0.419444444444444,1
"-20",360,0.625,1
"-25",360,0.647222222222222,1
"-30",360,0.65,1
"-35",360,0.625,1
"-40",360,0.613888888888889,1
"-45",360,0.594444444444444,1
"-5",360,0.572222222222222,1
"-50",360,0.572222222222222,1
"-55",360,0.547222222222222,1
"-60",360,0.530555555555556,1
"-65",360,0.508333333333333,1
"-70",360,0.502777777777778,1
"-75",360,0.491666666666667,1
"-80",360,0.475,1
"-85",360,0.466666666666667,1
"-90",360,0.447222222222222,1
"-95",360,0.422222222222222,1
"0",360,0.544444444444444,1
"10",360,0.547222222222222,1
"100",360,0.413888888888889,1
"105",360,0.408333333333333,1
"110",360,0.419444444444444,1
"115",360,0.427777777777778,1
"120",360,0.430555555555556,1
"125",360,0.444444444444444,1
"130",360,0.441666666666667,1
"135",360,0.441666666666667,1
"140",360,0.438888888888889,1
"145",360,0.433333333333333,1
"15",360,0.561111111111111,1
"150",360,0.433333333333333,1
"155",360,0.430555555555556,1
"160",360,0.427777777777778,1
"165",360,0.427777777777778,1
"170",360,0.433333333333333,1
"175",360,0.425,1
"180",360,0.419444444444444,1
"20",360,0.555555555555556,1
"25",360,0.561111111111111,1
"30",360,0.544444444444444,1
"35",360,0.508333333333333,1
"40",360,0.475,1
"45",360,0.458333333333333,1
"5",360,0.541666666666667,1
"50",360,0.436111111111111,1
"55",360,0.430555555555556,1
"60",360,0.447222222222222,1
"65",360,0.436111111111111,1
"70",360,0.433333333333333,1
"75",360,0.427777777777778,1
"80",360,0.411111111111111,1
"85",360,0.408333333333333,1
"90",360,0.419444444444444,1
"95",360,0.413888888888889,1
"-10",360,0.922222222222222,2
"-100",360,0.555555555555556,2
"-105",360,0.5,2
"-110",360,0.455555555555556,2
"-115",360,0.427777777777778,2
"-120",360,0.383333333333333,2
"-125",360,0.377777777777778,2
"-130",360,0.372222222222222,2
"-135",360,0.372222222222222,2
"-140",360,0.386111111111111,2
"-145",360,0.386111111111111,2
"-15",360,0.933333333333333,2
"-150",360,0.427777777777778,2
"-155",360,0.433333333333333,2
"-160",360,0.433333333333333,2
"-165",360,0.477777777777778,2
"-170",360,0.55,2
"-175",360,0.558333333333333,2
"-180",360,0.588888888888889,2
"-20",360,0.944444444444444,2
"-25",360,0.958333333333333,2
"-30",360,0.95,2
"-35",360,0.944444444444444,2
"-40",360,0.933333333333333,2
"-45",360,0.908333333333333,2
