"angle","trial","accuracy","epoch"
"-10",360,0.494444444444444,1
"-100",360,0.363888888888889,1
"-105",360,0.352777777777778,1
"-110",360,0.347222222222222,1
"-115",360,0.341666666666667,1
"-120",360,0.338888888888889,1
"-125",360,0.336111111111111,1
"-130",360,0.333333333333333,1
"-135",360,0.333333333333333,1
"-140",360,0.327777777777778,1
"-145",360,0.333333333333333,1
"-15",360,0.511111111111111,1
"-150",360,0.333333333333333,1
"-155",360,0.330555555555556,1
"-160",360,0.341666666666667,1
"-165",360,0.35,1
"-170",360,0.366666666666667,1
"-175",360,0.369444444444444,1
"-180",360,0.363888888888889,1
"-20",360,0.516666666666667,1
"-25",360,0.522222222222222,1
"-30",360,0.519444444444444,1
"-35",360,0.505555555555556,1
"-40",360,0.502777777777778,1
"-45",360,0.483333333333333,1
"-5",360,0.488888888888889,1
"-50",360,0.463888888888889,1
"-55",360,0.452777777777778,1
"-60",360,0.455555555555556,1
"-65",360,0.433333333333333,1
"-70",360,0.416666666666667,1
"-75",360,0.405555555555556,1
"-80",360,0.402777777777778,1
"-85",360,0.386111111111111,1
"-90",360,0.386111111111111,1
"-95",360,0.377777777777778,1
"0",360,0.491666666666667,1
"10",360,0.480555555555556,1
"100",360,0.394444444444444,1
"105",360,0.394444444444444,1
"110",360,0.391666666666667,1
"115",360,0.4,1
"120",360,0.405555555555556,1
"125",360,0.405555555555556,1
"130",360,0.408333333333333,1
"135",360,0.408333333333333,1
"140",360,0.4,1
"145",360,0.402777777777778,1
"15",360,0.491666666666667,1
"150",360,0.408333333333333,1
"155",360,0.4,1
"160",360,0.391666666666667,1
"165",360,0.377777777777778,1
"170",360,0.375,1
"175",360,0.361111111111111,1
"180",360,0.363888888888889,1
"20",360,0.497222222222222,1
"25",360,0.494444444444444,1
"30",360,0.497222222222222,1
"35",360,0.483333333333333,1
"40",360,0.444444444444444,1
"45",360,0.397222222222222,1
"5",360,0.475,1
"50",360,0.397222222222222,1
"55",360,0.391666666666667,1
"60",360,0.391666666666667,1
"65",360,0.402777777777778,1
"70",360,0.388888888888889,1
"75",360,0.394444444444444,1
"80",360,0.394444444444444,1
"85",360,0.397222222222222,1
"90",360,0.4,1
"95",360,0.397222222222222,1
"-10",360,0.661111111111111,2
"-100",360,0.475,2
"-105",360,0.447222222222222,2
"-110",360,0.441666666666667,2
"-115",360,0.430555555555556,2
"-120",360,0.408333333333333,2
"-125",360,0.394444444444444,2
"-130",360,0.383333333333333,2
"-135",360,0.380555555555556,2
"-140",360,0.369444444444444,2
"-145",360,0.363888888888889,2
"-15",360,0.686111111111111,2
"-150",360,0.333333333333333,2
"-155",360,0.338888888888889,2
"-160",360,0.35,2
"-165",360,0.369444444444444,2
"-170",360,0.366666666666667,2
"-175",360,0.380555555555556,2
"-180",360,0.394444444444444,2
"-20",360,0.702777777777778,2
"-25",360,0.722222222222222,2
"-30",360,0.736111111111111,2
"-35",360,0.738888888888889,2
"-40",360,0.733333333333333,2
"-45",360,0.722222222222222,2
"-5",360,0.65,2
"-50",360,0.683333333333333,2
"-55",360,0.655555555555556,2
"-60",360,0.638888888888889,2
"-65",360,0.616666666666667,2
"-70",360,0.591666666666667,2
"-75",360,0.569444444444444,2
"-80",360,0.544444444444444,2
"-85",360,0.552777777777778,2
"-90",360,0.522222222222222,2
"-95",360,0.5,2
"0",360,0.638888888888889,2
"10",360,0.644444444444444,2
"100",360,0.422222222222222,2
"105",360,0.425,2
"110",360,0.422222222222222,2
"115",360,0.427777777777778,2
"120",360,0.430555555555556,2
"125",360,0.427777777777778,2
"130",360,0.444444444444444,2
"135",360,0.452777777777778,2
"140",360,0.444444444444444,2
"145",360,0.441666666666667,2
"15",360,0.644444444444444,2
"150",360,0.436111111111111,2
"155",360,0.425,2
"160",360,0.422222222222222,2
"165",360,0.419444444444444,2
"170",360,0.416666666666667,2
"175",360,0.402777777777778,2
"180",360,0.394444444444444,2
"20",360,0.638888888888889,2
"25",360,0.658333333333333,2
"30",360,0.669444444444444,2
"35",360,0.641666666666667,2
"40",360,0.594444444444444,2
"45",360,0.580555555555556,2
"5",360,0.641666666666667,2
"50",360,0.563888888888889,2
"55",360,0.541666666666667,2
"60",360,0.527777777777778,2
"65",360,0.505555555555556,2
"70",360,0.486111111111111,2
"75",360,0.458333333333333,2
"80",360,0.455555555555556,2
"85",360,0.45,2
"90",360,0.444444444444444,2
"95",360,0.433333333333333,2
"-10",360,0.819444444444444,3
"-100",360,0.45,3
"-105",360,0.430555555555556,3
"-110",360,0.411111111111111,3
"-115",360,0.394444444444444,3
"-120",360,0.377777777777778,3
"-125",360,0.361111111111111,3
"-130",360,0.35,3
"-135",360,0.352777777777778,3
"-140",360,0.338888888888889,3
"-145",360,0.327777777777778,3
"-15",360,0.827777777777778,3
"-150",360,0.325,3
"-155",360,0.313888888888889,3
"-160",360,0.305555555555556,3
"-165",360,0.347222222222222,3
