"angle","trial","accuracy","epoch"
"-10",360,0.580555555555556,1
"-100",360,0.377777777777778,1
"-105",360,0.377777777777778,1
"-110",360,0.369444444444444,1
"-115",360,0.361111111111111,1
"-120",360,0.341666666666667,1
"-125",360,0.35,1
"-130",360,0.352777777777778,1
"-135",360,0.355555555555556,1
"-140",360,0.366666666666667,1
"-145",360,0.344444444444444,1
"-15",360,0.563888888888889,1
"-150",360,0.369444444444444,1
"-155",360,0.391666666666667,1
"-160",360,0.402777777777778,1
"-165",360,0.411111111111111,1
"-170",360,0.425,1
"-175",360,0.433333333333333,1
"-180",360,0.436111111111111,1
"-20",360,0.569444444444444,1
"-25",360,0.572222222222222,1
"-30",360,0.602777777777778,1
"-35",360,0.597222222222222,1
"-40",360,0.577777777777778,1
"-45",360,0.558333333333333,1
"-5",360,0.561111111111111,1
"-50",360,0.552777777777778,1
"-55",360,0.538888888888889,1
"-60",360,0.513888888888889,1
"-65",360,0.491666666666667,1
"-70",360,0.477777777777778,1
"-75",360,0.461111111111111,1
"-80",360,0.45,1
"-85",360,0.430555555555556,1
"-90",360,0.411111111111111,1
"-95",360,0.408333333333333,1
"0",360,0.544444444444444,1
"10",360,0.513888888888889,1
"100",360,0.416666666666667,1
"105",360,0.416666666666667,1
"110",360,0.411111111111111,1
"115",360,0.425,1
"120",360,0.436111111111111,1
"125",360,0.447222222222222,1
"130",360,0.452777777777778,1
"135",360,0.491666666666667,1
"140",360,0.463888888888889,1
"145",360,0.455555555555556,1
"15",360,0.508333333333333,1
"150",360,0.455555555555556,1
"155",360,0.441666666666667,1
"160",360,0.411111111111111,1
"165",360,0.422222222222222,1
"170",360,0.452777777777778,1
"175",360,0.438888888888889,1
"180",360,0.436111111111111,1
"20",360,0.511111111111111,1
"25",360,0.483333333333333,1
"30",360,0.494444444444444,1
"35",360,0.447222222222222,1
"40",360,0.444444444444444,1
"45",360,0.422222222222222,1
"5",360,0.527777777777778,1
"50",360,0.438888888888889,1
"55",360,0.45,1
"60",360,0.461111111111111,1
"65",360,0.438888888888889,1
"70",360,0.444444444444444,1
"75",360,0.430555555555556,1
"80",360,0.433333333333333,1
"85",360,0.438888888888889,1
"90",360,0.441666666666667,1
"95",360,0.427777777777778,1
"-10",360,0.733333333333333,2
"-100",360,0.475,2
"-105",360,0.452777777777778,2
"-110",360,0.461111111111111,2
"-115",360,0.458333333333333,2
"-120",360,0.45,2
"-125",360,0.413888888888889,2
"-130",360,0.405555555555556,2
"-135",360,0.422222222222222,2
"-140",360,0.413888888888889,2
"-145",360,0.416666666666667,2
"-15",360,0.744444444444444,2
"-150",360,0.388888888888889,2
"-155",360,0.411111111111111,2
"-160",360,0.436111111111111,2
"-165",360,0.430555555555556,2
"-170",360,0.436111111111111,2
"-175",360,0.447222222222222,2
"-180",360,0.472222222222222,2
"-20",360,0.788888888888889,2
"-25",360,0.802777777777778,2
"-30",360,0.827777777777778,2
"-35",360,0.819444444444444,2
"-40",360,0.797222222222222,2
"-45",360,0.777777777777778,2
"-5",360,0.688888888888889,2
"-50",360,0.761111111111111,2
"-55",360,0.738888888888889,2
"-60",360,0.675,2
"-65",360,0.658333333333333,2
"-70",360,0.622222222222222,2
"-75",360,0.588888888888889,2
"-80",360,0.561111111111111,2
"-85",360,0.533333333333333,2
"-90",360,0.502777777777778,2
"-95",360,0.469444444444444,2
"0",360,0.630555555555556,2
"10",360,0.633333333333333,2
"100",360,0.555555555555556,2
"105",360,0.544444444444444,2
"110",360,0.547222222222222,2
"115",360,0.519444444444444,2
"120",360,0.533333333333333,2
"125",360,0.522222222222222,2
"130",360,0.502777777777778,2
"135",360,0.538888888888889,2
"140",360,0.5,2
"145",360,0.491666666666667,2
"15",360,0.65,2
"150",360,0.488888888888889,2
"155",360,0.486111111111111,2
"160",360,0.447222222222222,2
"165",360,0.452777777777778,2
"170",360,0.458333333333333,2
"175",360,0.444444444444444,2
"180",360,0.472222222222222,2
"20",360,0.672222222222222,2
"25",360,0.725,2
"30",360,0.725,2
"35",360,0.694444444444444,2
"40",360,0.663888888888889,2
"45",360,0.616666666666667,2
"5",360,0.627777777777778,2
"50",360,0.638888888888889,2
"55",360,0.611111111111111,2
"60",360,0.605555555555556,2
"65",360,0.588888888888889,2
"70",360,0.569444444444444,2
"75",360,0.55,2
"80",360,0.536111111111111,2
"85",360,0.547222222222222,2
"90",360,0.538888888888889,2
"95",360,0.544444444444444,2
"-10",360,0.766666666666667,3
"-100",360,0.458333333333333,3
"-105",360,0.455555555555556,3
"-110",360,0.447222222222222,3
"-115",360,0.45,3
"-120",360,0.425,3
"-125",360,0.413888888888889,3
"-130",360,0.397222222222222,3
"-135",360,0.430555555555556,3
"-140",360,0.397222222222222,3
"-145",360,0.391666666666667,3
"-15",360,0.788888888888889,3
"-150",360,0.402777777777778,3
"-155",360,0.427777777777778,3
"-160",360,0.419444444444444,3
"-165",360,0.430555555555556,3
"-170",360,0.427777777777778,3
"-175",360,0.419444444444444,3
"-180",360,0.438888888888889,3
"-20",360,0.830555555555556,3
"-25",360,0.838888888888889,3
"-30",360,0.866666666666667,3
"-35",360,0.852777777777778,3
"-40",360,0.833333333333333,3
"-45",360,0.797222222222222,3
"-5",360,0.744444444444444,3
"-50",360,0.747222222222222,3
"-55",360,0.708333333333333,3
"-60",360,0.680555555555556,3
"-65",360,0.672222222222222,3
"-70",360,0.627777777777778,3
"-75",360,0.577777777777778,3
"-80",360,0.55,3
"-85",360,0.505555555555556,3
"-90",360,0.494444444444444,3
"-95",360,0.461111111111111,3
"0",360,0.705555555555556,3
"10",360,0.708333333333333,3
"100",360,0.508333333333333,3
"105",360,0.505555555555556,3
"110",360,0.519444444444444,3
"115",360,0.508333333333333,3
"120",360,0.511111111111111,3
"125",360,0.508333333333333,3
"130",360,0.511111111111111,3
"135",360,0.511111111111111,3
"140",360,0.505555555555556,3
"145",360,0.502777777777778,3
"15",360,0.744444444444444,3
"150",360,0.486111111111111,3
"155",360,0.486111111111111,3
"160",360,0.444444444444444,3
"165",360,0.441666666666667,3
"170",360,0.461111111111111,3
